TITLE,PRODUCTION_COMPANY,LOCATIONS,RELEASE_YEAR
Tales of the City,Universal Television LLC,Market and Noe St,2019
Tales of the City,Universal Television LLC,Market and Church St,2019
Tales of the City,Universal Television LLC,Castro and 18th St,2019
Tales of the City,Universal Television LLC,Castro District,2019
Tales of the City,Universal Television LLC,Dolores Park,2019
Tales of the City,Universal Television LLC,"City Lights Books, 261 Columbus Ave",2019
Tales of the City,Universal Television LLC,Montgomery and Vallejo,2019
Tales of the City,Universal Television LLC,Green btwn Jasper and Bannam,2019
Tales of the City,Universal Television LLC,Valencia btwn 16th and 17th St,2019
Tales of the City,Universal Television LLC,North Beach,2019
Tales of the City,Universal Television LLC,766 Vallejo St,2019
Tales of the City,Universal Television LLC,Grant and Green St,2019
Tales of the City,Universal Television LLC,Clarion Alley,2019
Tales of the City,Universal Television LLC,Valencia btwn Liberty and 21st St,2019
Tales of the City,Universal Television LLC,Mission District,2019
The Assassination of Richard N,Anhelo Productions,"Tosca Café (242 Columbus Avenue, North Beach)",2004
The Assassination of Richard N,Anhelo Productions,766 Sutter Street,2004
The Bachelor,George Street Pictures,Merchant Exchange (465 California Street at Leidesdorff),1999
The Bachelor,George Street Pictures,Washington Square Park (North Beach),1999
The Bachelor,George Street Pictures,Sutter-Stockton Garage (330 Sutter Street at Stockton),1999
The Bachelor,George Street Pictures,Stockton Tunnel (Stockton Street at Sutter Street),1999
The Bachelor,George Street Pictures,"Steinhart Aquarium (California Academy of Sciences, Golden Gate Park)",1999
The Bachelor,George Street Pictures,"St. Peter & Paul's Church (666 Filbert Street, Washington Square)",1999
The Bachelor,George Street Pictures,Roof of Cable Car (California at Front Street),1999
The Bachelor,George Street Pictures,Pacific Stock Exchange (301 Pine Street at Sansome),1999
The Bachelor,George Street Pictures,Nina M. Designs (52 2nd Street at Jessie),1999
The Bachelor,George Street Pictures,Moose's Restaurant (1652 Stockton),1999
The Bachelor,George Street Pictures,Mama's Restaurant (1701 Stockton),1999
The Bachelor,George Street Pictures,Danilo's Bakery (Green Street & Bannam Place),1999
The Bachelor,George Street Pictures,Columbus Avenue at Green & Stockton,1999
The Birds,Universal Pictures,Powell and Geary Streets (Union Square),1963
The Bridge,Easy There Tiger Productions,Golden Gate Bridge,2006
The Caine Mutiny,Stanley Kramer Productions,The Embarcadero,1954
The Caine Mutiny,Stanley Kramer Productions,Golden Gate Bridge,1954
The Californians,Parker Film Company,,2005
The Candidate,Redford-Ritchie Productions,"Westin St. Francis Hotel (335 Powell Street, Union Square)",1972
The Competition,Columbia Pictures Corporation,Pier 39,1980
The Competition,Columbia Pictures Corporation,California Academy of Sciences (Golden Gate Park),1980
The Conversation,American Zoetrope,"American Roofing Co. Building (297 Kansas Street, Potrero Hill)",1974
The Conversation,American Zoetrope,Alta Plaza Park (Steiner Street),1974
The Conversation,American Zoetrope,Alcoa Building (1 Maritime Plaza),1974
The Conversation,American Zoetrope,Alamo Square (Hayes Valley),1974
The Conversation,American Zoetrope,"Westin St. Francis Hotel (335 Powell Street, Union Square)",1974
The Conversation,American Zoetrope,Union Square,1974
The Conversation,American Zoetrope,"Saks Fifth Avenue (384 Post Street, Union Square)",1974
The Conversation,American Zoetrope,One Embarcadero Center (Financial District),1974
The Conversation,American Zoetrope,"Neiman Marcus (150 Stockton Street, Union Square)",1974
The Conversation,American Zoetrope,Financial District,1974
The Conversation,American Zoetrope,"Cathedral Hill Hotel (1101 Van Ness Avenue, Civic Center)",1974
The Core,David Foster Productions,Golden Gate Bridge,2003
The Dead Pool,Warner Bros. Pictures,San Francisco Drydock (The Dogpatch),1988
The Dead Pool,Warner Bros. Pictures,Washington Square Park (North Beach),1988
The Dead Pool,Warner Bros. Pictures,One Thousand Powell Apartments (1000 Powell Street),1988
The Dead Pool,Warner Bros. Pictures,"The Cannery (281 Leavenworth Street, Fisherman's Wharf)",1988
The Dead Pool,Warner Bros. Pictures,Portsmouth Square (Chinatown),1988
The Dead Pool,Warner Bros. Pictures,Pierce St. & Golden Gate Avenue (Hayes Valley),1988
The Dead Pool,Warner Bros. Pictures,Pierce & California Streets (Pacific Heights),1988
The Dead Pool,Warner Bros. Pictures,Pier 3 (The Embarcadero),1988
The Dead Pool,Warner Bros. Pictures,New Asia Restaurant (772 Pacific Avenue at Grant),1988
The Dead Pool,Warner Bros. Pictures,"Nam Yuen Restaurant (740 Washington Street, Chinatown)",1988
The Dead Pool,Warner Bros. Pictures,"Mirant Energy, LLC (1301 Illinois Street, The Dogpatch)",1988
The Dead Pool,Warner Bros. Pictures,McAllister & Scott Streets (Hayes Valley),1988
The Dead Pool,Warner Bros. Pictures,"KGO-TV ABC7 TV Studios (900 Front Street, Waterfront Historic District",1988
The Dead Pool,Warner Bros. Pictures,Hall of Justice (850 Bryant Street),1988
The Dead Pool,Warner Bros. Pictures,"San Francisco National Military Cemetery (Lincoln Blvd., The Presidio,",1988
The Dead Pool,Warner Bros. Pictures,"Silver Restaurant (737 Washington Street, Chinatown)",1988
The Dead Pool,Warner Bros. Pictures,Fremont Street Exit of Bay Bridge,1988
The Dead Pool,Warner Bros. Pictures,Folsom & Essex Streets,1988
The Dead Pool,Warner Bros. Pictures,"Eber Electronics (2355 Market Street, Castro)",1988
The Dead Pool,Warner Bros. Pictures,Clementina & Sumner Streets,1988
The Dead Pool,Warner Bros. Pictures,Carl & Cole Streets (Cole Valley),1988
The Dead Pool,Warner Bros. Pictures,710 Steiner Street (Hayes Valley),1988
The Dead Pool,Warner Bros. Pictures,550 El Camino Del Mar (Seacliff),1988
The Dead Pool,Warner Bros. Pictures,23rd & Iowa Streets (Dogpatch),1988
The Dead Pool,Warner Bros. Pictures,22nd Bet. Carolina & Rhode Island Streets (Potrero Hill),1988
The Dead Pool,Warner Bros. Pictures,22nd & Wisconsin Streets (Potrero Hill),1988
The Dead Pool,Warner Bros. Pictures,20th & De Haro Streets (Potrero Hill),1988
The Dead Pool,Warner Bros. Pictures,1954 Mason Street (North Beach),1988
The Dead Pool,Warner Bros. Pictures,"San Francisco General Hospital Medical Center (1001 Potrero Avenue, Po",1988
The Diary of a Teenage Girl,"Diary the Movie, LLC",Victoria Theatre,2015
The Diary of a Teenage Girl,"Diary the Movie, LLC",SPECS' Twelve Adler Museum Café,2015
The Diary of a Teenage Girl,"Diary the Movie, LLC",Ocean Beach at Point Lobos,2015
The Diary of a Teenage Girl,"Diary the Movie, LLC",700 Kansas St.,2015
The Diary of a Teenage Girl,"Diary the Movie, LLC",Presidio Branch Library,2015
The Diary of a Teenage Girl,"Diary the Movie, LLC",The Royal Oak,2015
The Diary of a Teenage Girl,"Diary the Movie, LLC",Tonic,2015
The Diary of a Teenage Girl,"Diary the Movie, LLC",Polk and Northpoint St.,2015
The Diary of a Teenage Girl,"Diary the Movie, LLC",770 Haight St.,2015
The Diary of a Teenage Girl,"Diary the Movie, LLC",Tank Hill Park,2015
The Diary of a Teenage Girl,"Diary the Movie, LLC",Hamburger Haven,2015
The Diary of a Teenage Girl,"Diary the Movie, LLC",Higher Grounds Coffee House,2015
The Diary of a Teenage Girl,"Diary the Movie, LLC",304 Lily St.,2015
The Diary of a Teenage Girl,"Diary the Movie, LLC",The Magazine at 920 Larkin,2015
The Diary of a Teenage Girl,"Diary the Movie, LLC",Geary St. from Polk to Larkin,2015
The Diary of a Teenage Girl,"Diary the Movie, LLC",Yerba Buena Island,2015
The Doctor,Silver Screen Partners IV,,1991
The Doors,Bill Graham Films,,1991
The Enforcer,Warner Bros. Pictures,Sutter & Webster Streets,1976
The Enforcer,Warner Bros. Pictures,Hall of Justice,1976
The Enforcer,Warner Bros. Pictures,Coit Tower,1976
The Enforcer,Warner Bros. Pictures,City Hall,1976
The Enforcer,Warner Bros. Pictures,Balmy Street (Mission District),1976
The Enforcer,Warner Bros. Pictures,Alcatraz Island,1976
The Enforcer,Warner Bros. Pictures,24th Street Mini Park (Mission District),1976
The Enforcer,Warner Bros. Pictures,23rd & Capp Streets (Mission District),1976
The Enforcer,Warner Bros. Pictures,"Lefty O' Doul Drawbridge/ 3rd Street Bridge (3rd Street, China Basin)",1976
The Fan,Mandalay Entertainment,Candlestick Park (602 Jamestown Ave.),1996
The Fog of War,Sony Pictures Classics,,2003
The Game,Polygram Filmed Entertainment,Merchant Exchange Building (465 California Street),1997
The Game,Polygram Filmed Entertainment,Washington Street & Waverly Place (Chinatown),1997
The Game,Polygram Filmed Entertainment,"Stockton Tunnel Southern Approach Overhang (Bush & Stockton Streets, C",1997
The Game,Polygram Filmed Entertainment,Sheraton Palace Hotel (639 Market Street),1997
The Game,Polygram Filmed Entertainment,Ritz-Carlton Hotel (600 Stockton Street),1997
The Game,Polygram Filmed Entertainment,Presidio (Golden Gate National Recreation Area),1997
The Game,Polygram Filmed Entertainment,Merchant Exchange Building,1997
The Game,Polygram Filmed Entertainment,Mason & California Streets (Nob Hill),1997
The Game,Polygram Filmed Entertainment,Harrison Street (The Embarcadero),1997
The Game,Polygram Filmed Entertainment,City Club (155 Sansome Street),1997
The Game,Polygram Filmed Entertainment,Bay Bridge,1997
The Game,Polygram Filmed Entertainment,Bank of America Building (555 California Street),1997
The Game,Polygram Filmed Entertainment,301 Howard Street,1997
The Game,Polygram Filmed Entertainment,1 Bush Street,1997
The Graduate,Embassy Pictures Corporation,San Francisco Zoo (2701 Sloat Blvd.),1967
The Graduate,Embassy Pictures Corporation,Bay Bridge,1967
The House on Telegraph Hill,Twentieth Century Fox Film Corp.,Telegraph Hill,1951
The House on Telegraph Hill,Twentieth Century Fox Film Corp.,Market Street,1951
The House on Telegraph Hill,Twentieth Century Fox Film Corp.,Coit Tower,1951
The House on Telegraph Hill,Twentieth Century Fox Film Corp.,1227 Montgomery Street,1951
The Internship,Twentieth Century Fox Film Corp.,Grant Ave from Sacramento to Clay,2013
The Internship,Twentieth Century Fox Film Corporation,Montgomery and Union St.,2013
The Internship,Twentieth Century Fox Film Corporation,Epic Roasthouse,2013
The Internship,Twentieth Century Fox Film Corporation,Players Arcade at Pier 39,2013
The Jazz Singer,Warner Bros. Pictures,Coffee Dan's (O'Farrell Street at Powell),1927
The Lady from Shanghai,Columbia Pictures Corp.,"Steinhart Aquarium (California Academy of Sciences, Golden Gate Park)",1947
The Lady from Shanghai,Columbia Pictures Corp.,Mandarin Theatre (1021 Grant Avenue),1947
The Lady from Shanghai,Columbia Pictures Corp.,Golden Gate Park,1947
The Lady from Shanghai,Columbia Pictures Corp.,Former Hall of Justice (750 Kearny Street at Washington),1947
The Last Black Man in San Fran,"LBMISF, LLC",Folsom btwn Cortland and Eugenia Ave,2019
The Last Black Man in San Fran,"LBMISF, LLC",Nevada St btwn Cortland and Jarboe Ave,2019
The Last Black Man in San Fran,"LBMISF, LLC",900 Innes Ave,2019
The Last Black Man in San Fran,"LBMISF, LLC",801 Innes Ave,2019
The Last Black Man in San Fran,"LBMISF, LLC",911 Innes Ave,2019
The Last Black Man in San Fran,"LBMISF, LLC",Mission btwn 16th and Cesar Chavez,2019
The Last Black Man in San Fran,"LBMISF, LLC",802 Steiner St,2019
The Last Black Man in San Fran,"LBMISF, LLC",Donahue and Innes Ave,2019
The Last Black Man in San Fran,"LBMISF, LLC","Chateau Tivoli, 1057 Steiner St",2019
The Last Black Man in San Fran,"LBMISF, LLC",Innes and Arelious Walker,2019
The Last Black Man in San Fran,"LBMISF, LLC",4704 3rd St,2019
The Last Black Man in San Fran,"LBMISF, LLC",Forest Hill MUNI Station,2019
The Last Black Man in San Fran,"LBMISF, LLC",Market/Portola btwn O'Shaughnessy and Castro,2019
The Last Black Man in San Fran,"LBMISF, LLC",Innes turning into Evans Ave,2019
The Last Black Man in San Fran,"LBMISF, LLC",3rd St btwn Evans and Oakdale,2019
The Last Black Man in San Fran,"LBMISF, LLC",Oakdale btwn 3rd and Bayshore,2019
The Last Black Man in San Fran,"LBMISF, LLC",959 South Van Ness Ave,2019
The Last Black Man in San Fran,"LBMISF, LLC",Shotwell St btwn 20th and 21st St,2019
The Last Black Man in San Fran,"LBMISF, LLC","Ford's Grocery Store, 1496 Oakdale Ave",2019
The Last Black Man in San Fran,"LBMISF, LLC","Hotel Metropolis, 25 Mason St",2019
The Last Black Man in San Fran,"LBMISF, LLC",Evans Ave/Hunters Pt Bvld btwn Keith and Hawes St,2019
The Last Black Man in San Fran,"LBMISF, LLC",Illinois St btwn Marin and Amador,2019
The Last Black Man in San Fran,"LBMISF, LLC","Portola Rose Garden, 598 Hamilton St at Woolsey St",2019
The Last Black Man in San Fran,"LBMISF, LLC",Castro and Market,2019
The Last Black Man in San Fran,"LBMISF, LLC",Eddy St btwn Leavenworth and Hyde St,2019
The Last Black Man in San Fran,"LBMISF, LLC",California Street Hill btwn Jones and Larkin,2019
The Last Black Man in San Fran,"LBMISF, LLC",California St and Gough btwn Geary and Jones,2019
The Last Black Man in San Fran,"LBMISF, LLC","Red Building, 2567 Mission St",2019
The Last Black Man in San Fran,"LBMISF, LLC",Haight and Belvedere,2019
The Last Black Man in San Fran,"LBMISF, LLC",Buena Vista East btwn Duboce and Haight,2019
The Last Black Man in San Fran,"LBMISF, LLC","Sunset Super, 2425 Irving St",2019
The Last Black Man in San Fran,"LBMISF, LLC",363 Lyon St,2019
The Last Black Man in San Fran,"LBMISF, LLC",415 Lyon St/355 Lyon St,2019
The Last of the Gladiators,Twin Tower Enterprises,,1988
The Laughing Policeman,Twentieth Century Fox Film Corporation,,1973
The Lineup,Pajemer Productions,War Memorial Opera House (401 Van Ness Avenue),1958
The Lineup,Pajemer Productions,The Embarcadero,1958
The Lineup,Pajemer Productions,Sutro Baths (Point Lobos Avenue),1958
The Lineup,Pajemer Productions,"Steinhart Aquarium (California Academy of Sciences, Golden Gate Park)",1958
The Lineup,Pajemer Productions,Pier 41,1958
The Lineup,Pajemer Productions,"Mark Hopkins Intercontinental Hotel (1 Nob Hill Circle, Nob Hill)",1958
The Lineup,Pajemer Productions,2090 Jackson Street,1958
The Love Bug,Walt Disney Productions,Golden Gate Bridge,1968
The Love Bug,Walt Disney Productions,100 Block of Lombard Street,1968
The Maltese Falcon,Warner Bros. Pictures,Golden Gate Bridge,1941
The Maltese Falcon,Warner Bros. Pictures,Ferry Building,1941
The Maltese Falcon,Warner Bros. Pictures,"Burritt Alley (Off Bush Street, between Powell and Stockton Streets)",1941
The Master,H.H. Project,Pier 7/ Embarcadero,2012
The Matrix,Silver Pictures,skyline/ exterior scenes,1999
The Matrix Resurrections,"Adobe Pictures, Inc.","House of Nanking, 919 Kearny",2021
The Matrix Resurrections,"Adobe Pictures, Inc.",Vallejo at Jones,2021
The Matrix Resurrections,"Adobe Pictures, Inc.","The Avery, 488 Folsom",2021
The Matrix Resurrections,"Adobe Pictures, Inc.",1 Front St,2021
The Matrix Resurrections,"Adobe Pictures, Inc.",465 California,2021
The Matrix Resurrections,"Adobe Pictures, Inc.","Fitness SF, 1001 Brannan",2021
The Matrix Resurrections,"Adobe Pictures, Inc.",Montgomery and Pine,2021
The Matrix Resurrections,"Adobe Pictures, Inc.",Montgomery between Washington and Bush,2021
The Matrix Resurrections,"Adobe Pictures, Inc.",44 Montogomery,2021
The Matrix Resurrections,"Adobe Pictures, Inc.","Joe & The Juice, 235 Montgomery",2021
The Matrix Resurrections,"Adobe Pictures, Inc.",California at Grant Ave,2021
The Matrix Resurrections,"Adobe Pictures, Inc.",Harry Bridges Plaza and Embarcadero,2021
The Matrix Resurrections,"Adobe Pictures, Inc.",Pier 14 San Francisco,2021
The Matrix Resurrections,"Adobe Pictures, Inc.",Powell between California and Market,2021
The Matrix Resurrections,"Adobe Pictures, Inc.",Fremont at Mission,2021
The Matrix Resurrections,"Adobe Pictures, Inc.",425 California,2021
The Matrix Resurrections,"Adobe Pictures, Inc.",Pine between Front and Montgomery,2021
The Matrix Resurrections,"Adobe Pictures, Inc.",150 California,2021
The Matrix Resurrections,"Adobe Pictures, Inc.",Pine and Grant Ave,2021
The Matrix Resurrections,"Adobe Pictures, Inc.","Sansome, Sacramento, and California",2021
The Matrix Resurrections,"Adobe Pictures, Inc.",155 California,2021
The Net,Columbia Pictures Corp.,Moscone Convention Center,1995
The Net,Columbia Pictures Corp.,Montgomery & Market Streets,1995
The Nightmare Before Christmas,Touchstone Pictures,,1993
The OA Part II,Lunar Mining LLC,Hyde St at Pacific to Washington St,2019
The OA Part II,Lunar Mining LLC,Lafayette Park,2019
The OA Part II,Lunar Mining LLC,Washington btwn Gough and Octavia St,2019
The OA Part II,Lunar Mining LLC,Duncan St at Diamond Heights,2019
The OA Part II,Lunar Mining LLC,Broadway Tunnel,2019
The OA Part II,Lunar Mining LLC,1001 Vallejo St,2019
The OA Part II,Lunar Mining LLC,Taylor St btwn Green and Broadway,2019
The OA Part II,Lunar Mining LLC,16th Avenue Steps,2019
The OA Part II,Lunar Mining LLC,"Fairmont Hotel (950 Mason Street, Nob Hill)",2019
The OA Part II,Lunar Mining LLC,724 Larkin St,2019
The OA Part II,Lunar Mining LLC,Ada Court at O'Farrell St,2019
The OA Part II,Lunar Mining LLC,Cameron House - 920 Sacramento St,2019
The OA Part II,Lunar Mining LLC,Waverly Pl btwn Washington and Clay St,2019
The OA Part II,Lunar Mining LLC,Pier 7,2019
The OA Part II,Lunar Mining LLC,Pier 43,2019
The OA Part II,Lunar Mining LLC,Washington at Taylor St - Jackson St,2019
The OA Part II,Lunar Mining LLC,SFPD Headquarters - 3rd St,2019
The OA Part II,Lunar Mining LLC,Mission Rock at 3rd St,2019
The OA Part II,Lunar Mining LLC,"Red's Java House (Pier 30-32, The Embarcadero)",2019
The OA Part II,Lunar Mining LLC,SF War Memorial Opera House,2019
The OA Part II,Lunar Mining LLC,Washington at Maple,2019
The OA Part II,Lunar Mining LLC,1101 Green St,2019
The OA Part II,Lunar Mining LLC,Harrison St to Beale St to Bryant St,2019
The Organization,The Mirisch Corporation,,1971
The Other Sister,Mandeville Films,Transbay Terminal (Mission Street at 1st Street),1999
The Other Sister,Mandeville Films,"St. Peter & Paul's Church (666 Filbert Street, Washington Square)",1999
The Other Sister,Mandeville Films,Palace of Fine Arts (3301 Lyon Street),1999
The Parent Trap,Walt Disney Pictures,Administration Building (Treasure Island),1998
The Phone/Jexi,CBS Films Inc.,135 Mississippi St,2019
The Phone/Jexi,CBS Films Inc.,Ft. Scott Ball Field,2019
The Phone/Jexi,CBS Films Inc.,3200 16th St at Guerrero,2019
The Phone/Jexi,CBS Films Inc.,"W Hotel, Trace bar - 181 3rd St.",2019
The Phone/Jexi,CBS Films Inc.,Farley's Coffee - 1315 18th St,2019
The Phone/Jexi,CBS Films Inc.,Texas at 17th St,2019
The Phone/Jexi,CBS Films Inc.,Brannan btwn 2nd and 5th St,2019
The Phone/Jexi,CBS Films Inc.,Zoe St btwn Brannan and Freelon St,2019
The Phone/Jexi,CBS Films Inc.,SF War Memorial Opera House,2019
The Phone/Jexi,CBS Films Inc.,Regency Ballroom - 1290 Sutter St,2019
The Phone/Jexi,CBS Films Inc.,Mash Transit - 284 Sanchez St,2019
The Phone/Jexi,CBS Films Inc.,16th St at Sanchez,2019
The Phone/Jexi,CBS Films Inc.,1423 Golden Gate Ave,2019
The Phone/Jexi,CBS Films Inc.,956 Pierce St,2019
The Phone/Jexi,CBS Films Inc.,22nd St btwn Carolina and Kansas,2019
The Phone/Jexi,CBS Films Inc.,Castro at 19th St,2019
The Phone/Jexi,CBS Films Inc.,Liberty St btwn Castro and Noe St,2019
The Phone/Jexi,CBS Films Inc.,Castro btwn Market and 19th St,2019
The Phone/Jexi,CBS Films Inc.,Vallejo at Montgomery St,2019
The Phone/Jexi,CBS Films Inc.,1151 Montgomery St,2019
The Phone/Jexi,CBS Films Inc.,3419 16th St,2019
The Phone/Jexi,CBS Films Inc.,18th btwn Dolores and Church,2019
The Phone/Jexi,CBS Films Inc.,Broadway at Taylor,2019
The Phone/Jexi,CBS Films Inc.,"Grid around North Beach, Chinatown, Financial District",2019
The Phone/Jexi,CBS Films Inc.,Grid around Haight Ashbury,2019
The Phone/Jexi,CBS Films Inc.,"Grid around Financial District, SOMA",2019
The Phone/Jexi,CBS Films Inc.,1 Zoe St,2019
The Phone/Jexi,CBS Films Inc.,Grid around Marina District,2019
The Phone/Jexi,CBS Films Inc.,Fisherman's Wharf,2019
The Phone/Jexi,CBS Films Inc.,Embarcadero btwn Rincon Park and Pier 23,2019
The Phone/Jexi,CBS Films Inc.,Grid around Union Square,2019
The Phone/Jexi,CBS Films Inc.,Grant Ave at Green St,2019
The Phone/Jexi,CBS Films Inc.,Sodini Restaurant - 510 Green St,2019
The Phone/Jexi,CBS Films Inc.,Tamarind Hall - 1268 Grant Ave,2019
The Phone/Jexi,CBS Films Inc.,Market at Cyril Magnin,2019
The Phone/Jexi,CBS Films Inc.,California btwn Taylor and Drumm - Cable Car Line,2019
The Phone/Jexi,CBS Films Inc.,Hyde btwn Jefferson and Broadway - Cable Car Line,2019
The Phone/Jexi,CBS Films Inc.,Elixir - 3200 16th St,2019
The Phone/Jexi,CBS Films Inc.,Transbay Terminal - Fremont at Minna,2019
The Presidio,Paramount Pictures,Washington Street & Waverly Place (Chinatown),1988
The Presidio,Paramount Pictures,Sansome Street (The Embarcadero),1988
The Presidio,Paramount Pictures,Presidio (Golden Gate National Recreation Area),1988
The Presidio,Paramount Pictures,Montgomery & Vallejo Streets (Telegraph Hill),1988
The Presidio,Paramount Pictures,Market & 2nd Streets,1988
The Presidio,Paramount Pictures,Hayes & Polk Streets (Civic Center),1988
The Presidio,Paramount Pictures,Golden Gate Bridge,1988
The Presidio,Paramount Pictures,"Fort Point (Presidio, Golden Gate National Recreation Area)",1988
The Presidio,Paramount Pictures,Ferry Building,1988
The Presidio,Paramount Pictures,Coit Tower,1988
The Presidio,Paramount Pictures,Civic Center Plaza,1988
The Presidio,Paramount Pictures,Battery Street (The Embarcadero),1988
The Presidio,Paramount Pictures,900 Block of Grant Avenue (Chinatown),1988
The Presidio,Paramount Pictures,700 Block of Jackson Street (Chinatown),1988
The Presidio,Paramount Pictures,200 Block of Sansome Street (Financial District),1988
The Princess Diaries,Walt Disney Pictures,724 Brazil Avenue,2001
The Princess Diaries,Walt Disney Pictures,Fisherman's Wharf,2001
The Princess Diaries,Walt Disney Pictures,Firestation #3 (Brazil Avenue and Athens Street),2001
The Princess Diaries,Walt Disney Pictures,Cliff House (1090 Point Lobos Avenue),2001
The Princess Diaries,Walt Disney Pictures,Broadway Tunnel (Broadway between Powell and Larkin),2001
The Princess Diaries,Walt Disney Pictures,Baker Beach,2001
The Princess Diaries,Walt Disney Pictures,2601 Lyon Street,2001
The Pursuit of Happyness,Columbia Pictures Corporation,Glen Park Subway Station,2006
The Pursuit of Happyness,Columbia Pictures Corporation,Glide Memorial Church (434 Ellis St),2006
The Pursuit of Happyness,Columbia Pictures Corporation,Candlestick Park (602 Jamestown Ave.),2006
The Pursuit of Happyness,Columbia Pictures Corporation,Golden Gate Park Children's Playground,2006
The Right Stuff,The Ladd Company,"American Can Company (Between Illinois & Kentucky, 20th and 22nd Stree",1983
The Right Stuff,The Ladd Company,Cow Palace,1983
The Right Stuff,The Ladd Company,City Hall,1983
The Right Stuff,The Ladd Company,Financial District,1983
The Rock,Hollywood Pictures,Palace of Fine Arts (3301 Lyon Street),1996
The Rock,Hollywood Pictures,The San Francisco Bay,1996
The Rock,Hollywood Pictures,New Russian Hill Market (1198 Pacific Avenue at Jones),1996
The Rock,Hollywood Pictures,"Fairmont Hotel (950 Mason Street, Nob Hill)",1996
The Rock,Hollywood Pictures,Coit Tower,1996
The Rock,Hollywood Pictures,City Hall,1996
The Rock,Hollywood Pictures,Alcatraz Island,1996
The Sweetest Thing,Columbia Pictures Corp.,Golden Gate National Recreation Area,2002
The Ten Commandments,Paramount Pictures,"St. Peter & Paul's Church (666 Filbert Street, Washington Square)",1956
The Times of Harvey Milk,UCLA Film and Television Archive,The Castro,1984
The Towering Inferno,Irwin Allen Productions,"Bank of America Building (555 California Street, Financial District)",1974
The Towering Inferno,Irwin Allen Productions,"San Francisco Fire Station 38 (2150 California Street, Pacific Heights",1974
The Towering Inferno,Irwin Allen Productions,"Hyatt Regency Hotel (5 Embarcadero Center, Financial District)",1974
The Towering Inferno,Irwin Allen Productions,Grace Cathedral Episcopal Church (1100 California Street),1974
The Towering Inferno,Irwin Allen Productions,Firestation #38 (California & Laguna),1974
The Towering Inferno,Irwin Allen Productions,"Fairmont Hotel (950 Mason Street, Nob Hill)",1974
The Towering Inferno,Irwin Allen Productions,2898 Vallejo Street,1974
The Wedding Planner,Columbia Pictures,Grace Cathedral Episcopal Church (1100 California Street),2001
The Wedding Planner,Columbia Pictures,"The Music Concourse (Martin Luther King, Jr. Drive, Golden Gate Park)",2001
The Wedding Planner,Columbia Pictures,Pleasant Street at Taylor,2001
The Wedding Planner,Columbia Pictures,Pier 7 (The Embarcadero),2001
The Wedding Planner,Columbia Pictures,Montgomery Street at Union Street,2001
The Wedding Planner,Columbia Pictures,Lincoln Park,2001
The Wedding Planner,Columbia Pictures,"Japanese Tea Garden (Hagiwara Tea Garden Drive, Golden Gate Park)",2001
The Wedding Planner,Columbia Pictures,City Hall,2001
The Woman In Red,Orion Pictures Corp.,"Postcard Row (Alamo Square, Hayes Valley)",1984
The Woman In Red,Orion Pictures Corp.,Brocklebank Apartments (1000 Mason Street),1984
The Woman In Red,Orion Pictures Corp.,Palace of Fine Arts (3301 Lyon Street),1984
The Woman In Red,Orion Pictures Corp.,Montgomery Street at Union Street,1984
They Call Me MISTER Tibbs,Mirisch Corporation,,1970
The Zodiac,Blackwater Films,,2005
Thief of Hearts,Paramount Pictures,,1984
Time After Time,Orion Pictures Corp.,Lombard & Laguna Streets (Marina District),1979
Time After Time,Orion Pictures Corp.,Lombard & Fillmore Streets (Marina District),1979
Time After Time,Orion Pictures Corp.,Lombard & Divisadero Streets (Marina District),1979
Time After Time,Orion Pictures Corp.,Lombard & Broderick Streets (Marina District),1979
Time After Time,Orion Pictures Corp.,Justin Herman Plaza,1979
Time After Time,Orion Pictures Corp.,Intersection of Fulton & 6th Streets (Chinatown),1979
Time After Time,Orion Pictures Corp.,Intersection of California & Grant Streets (Richmond District),1979
Time After Time,Orion Pictures Corp.,Hyatt Regency Hotel (5 Embarcadero Center),1979
Time After Time,Orion Pictures Corp.,"Huntington Park (California & Taylor Streets, Nob Hill)",1979
Time After Time,Orion Pictures Corp.,Golden Gate Park,1979
Time After Time,Orion Pictures Corp.,Golden Gate Bridge,1979
Time After Time,Orion Pictures Corp.,"Ghirardelli Square (900 North Point Street, Fisherman's Wharf)",1979
Time After Time,Orion Pictures Corp.,Chestnut & Divisadero Streets (Marina District),1979
Time After Time,Orion Pictures Corp.,California Academy of Sciences (Golden Gate Park),1979
Time After Time,Orion Pictures Corp.,Broadway at Osgood Street (North Beach),1979
Time After Time,Orion Pictures Corp.,2340 Francisco Street,1979
Time After Time,Orion Pictures Corp.,100 Block of Union Street (Cow Hollow),1979
Time After Time,Orion Pictures Corp.,Old St. Mary's Church (660 California Street at Grant),1979
Time After Time,Orion Pictures Corp.,United Nations Plaza (Civic Center),1979
Time After Time,Orion Pictures Corp.,"SF General Hospital Center (1001 Potrero Avenue, Potrero Hill)",1979
Time After Time,Orion Pictures Corp.,Palace of Fine Arts (3301 Lyon Street),1979
Time After Time,Orion Pictures Corp.,One Embarcadero Center (Financial District),1979
Time After Time,Orion Pictures Corp.,Merchant Exchange (465 California Street at Leidesdorff),1979
Time After Time,Orion Pictures Corp.,Marina Green (Marina District),1979
Tin Cup,Regency Enterprises,,1996
To the Ends of the Earth,Kennedy-Buckman Pictures,,1948
True Believer,Columbia Pictures Corporation,,1989
Tucker: The Man and His Dream,Lucasfilm,City Hall,1988
Tweek City,Tweek City LLC,,2005
